Majority Protein IDs,Abundance Rank,Sample,Protein Names,LFQ Intensity [log10],Overlap,Abundance Level,Leading razor protein
H3BTB3,634.0,,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,7.37,Geyer Only,Deep,
H3BMQ5,634.0,,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,7.37,Geyer Only,Deep,
H3BN59,634.0,,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,7.37,Geyer Only,Deep,
H3BQK0,634.0,,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,7.37,Geyer Only,Deep,
Q10588,635.0,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,7.36,Geyer Only,Deep,
A6NC48,635.0,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,7.36,Geyer Only,Deep,
H0Y984,635.0,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,7.36,Geyer Only,Deep,
P13667,636.0,,Protein disulfide-isomerase A4,7.36,Geyer Only,Deep,
P49368,637.0,,T-complex protein 1 subunit gamma,7.35,Geyer Only,Deep,
P49368-2,637.0,,T-complex protein 1 subunit gamma,7.35,Geyer Only,Deep,
B4DUR8,637.0,,T-complex protein 1 subunit gamma,7.35,Geyer Only,Deep,
P62266,638.0,,40S ribosomal protein S23,7.35,Geyer Only,Deep,
D6RDJ2,638.0,,40S ribosomal protein S23,7.35,Geyer Only,Deep,
D6RIX0,638.0,,40S ribosomal protein S23,7.35,Geyer Only,Deep,
D6R9I7,638.0,,40S ribosomal protein S23,7.35,Geyer Only,Deep,
D6RD47,638.0,,40S ribosomal protein S23,7.35,Geyer Only,Deep,
Q9UQ80,639.0,,Proliferation-associated protein 2G4,7.34,Geyer Only,Deep,
F8VTY8,639.0,,Proliferation-associated protein 2G4,7.34,Geyer Only,Deep,
H0Y3X3,639.0,,Proliferation-associated protein 2G4,7.34,Geyer Only,Deep,
F8VR77,639.0,,Proliferation-associated protein 2G4,7.34,Geyer Only,Deep,
F8VRZ3,639.0,,Proliferation-associated protein 2G4,7.34,Geyer Only,Deep,
Q15056,640.0,,Eukaryotic translation initiation factor 4H,7.34,Geyer Only,Deep,
Q15056-2,640.0,,Eukaryotic translation initiation factor 4H,7.34,Geyer Only,Deep,
P60228,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
H0YBR5,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
E5RIP5,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
E5RJ25,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
H0YBP5,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
E5RII3,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
E5RIT4,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
E5RHS5,641.0,,Eukaryotic translation initiation factor 3 subunit E,7.34,Geyer Only,Deep,
P62873,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
P62879,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
Q9HAV0,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
E7EP32,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
B1AKQ8,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
B1AKQ7,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
B1AKQ9,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
C9JZN1,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
C9JIS1,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
C9JXA5,642.0,,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,7.34,Geyer Only,Deep,
P40925,643.0,,"Malate dehydrogenase, cytoplasmic",7.33,Geyer Only,Deep,
B8ZZ51,643.0,,"Malate dehydrogenase, cytoplasmic",7.33,Geyer Only,Deep,
B9A041,643.0,,"Malate dehydrogenase, cytoplasmic",7.33,Geyer Only,Deep,
P40925-2,643.0,,"Malate dehydrogenase, cytoplasmic",7.33,Geyer Only,Deep,
F5H098,643.0,,"Malate dehydrogenase, cytoplasmic",7.33,Geyer Only,Deep,
Q9P0I2,644.0,,ER membrane protein complex subunit 3,7.33,Geyer Only,Deep,
Q9P0I2-2,644.0,,ER membrane protein complex subunit 3,7.33,Geyer Only,Deep,
P10451,645.0,,Osteopontin,7.33,Geyer Only,Deep,
P10451-5,645.0,,Osteopontin,7.33,Geyer Only,Deep,
C9JXD2,645.0,,Osteopontin,7.33,Geyer Only,Deep,
P10451-4,645.0,,Osteopontin,7.33,Geyer Only,Deep,
P10451-2,645.0,,Osteopontin,7.33,Geyer Only,Deep,
Q3LGB0,645.0,,Osteopontin,7.33,Geyer Only,Deep,
P10451-3,645.0,,Osteopontin,7.33,Geyer Only,Deep,
D6R9C5,645.0,,Osteopontin,7.33,Geyer Only,Deep,
P62906,646.0,,60S ribosomal protein L10a,7.33,Geyer Only,Deep,
P61313,647.0,,60S ribosomal protein L15;Ribosomal protein L15,7.32,Geyer Only,Deep,
E7EX53,647.0,,60S ribosomal protein L15;Ribosomal protein L15,7.32,Geyer Only,Deep,
E7EQV9,647.0,,60S ribosomal protein L15;Ribosomal protein L15,7.32,Geyer Only,Deep,
Q642I1,647.0,,60S ribosomal protein L15;Ribosomal protein L15,7.32,Geyer Only,Deep,
P27482,648.0,,Calmodulin-like protein 3,7.31,Geyer Only,Deep,
P13797,649.0,,Plastin-3,7.31,Geyer Only,Deep,
F8W8D8,649.0,,Plastin-3,7.31,Geyer Only,Deep,
B7Z6M1,649.0,,Plastin-3,7.31,Geyer Only,Deep,
B4DGB4,649.0,,Plastin-3,7.31,Geyer Only,Deep,
Q9Y2T3,650.0,,Guanine deaminase,7.31,Geyer Only,Deep,
Q9Y2T3-3,650.0,,Guanine deaminase,7.31,Geyer Only,Deep,
P36980-2,651.0,,Complement factor H-related protein 2,7.31,Geyer Only,Deep,
P36980,651.0,,Complement factor H-related protein 2,7.31,Geyer Only,Deep,
P98160,652.0,,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,7.3,Geyer Only,Deep,
P24298,653.0,,Alanine aminotransferase 1,7.3,Geyer Only,Deep,
Q8TDL5,654.0,,BPI fold-containing family B member 1,7.3,Geyer Only,Deep,
Q13477,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
F5H5V1,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
F5H2C3,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
F5H511,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
Q13477-2,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
Q13477-3,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
Q5UGI7,655.0,,Mucosal addressin cell adhesion molecule 1,7.3,Geyer Only,Deep,
Q15084,656.0,,Protein disulfide-isomerase A6,7.3,Geyer Only,Deep,
B7Z254,656.0,,Protein disulfide-isomerase A6,7.3,Geyer Only,Deep,
F8WA83,656.0,,Protein disulfide-isomerase A6,7.3,Geyer Only,Deep,
B5MCQ5,656.0,,Protein disulfide-isomerase A6,7.3,Geyer Only,Deep,
Q15084-2,656.0,,Protein disulfide-isomerase A6,7.3,Geyer Only,Deep,
P62750,657.0,,60S ribosomal protein L23a,7.29,Geyer Only,Deep,
H7BY10,657.0,,60S ribosomal protein L23a,7.29,Geyer Only,Deep,
A8MXA8,657.0,,60S ribosomal protein L23a,7.29,Geyer Only,Deep,
A8MUS3,657.0,,60S ribosomal protein L23a,7.29,Geyer Only,Deep,
Q9UBX1,658.0,,Cathepsin F,7.29,Geyer Only,Deep,
H0YD65,658.0,,Cathepsin F,7.29,Geyer Only,Deep,
Q5D862,659.0,,Filaggrin-2,7.29,Geyer Only,Deep,
CON__Q5D862,659.0,,Filaggrin-2,7.29,Geyer Only,Deep,
P06753-2,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
P06753-3,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU59,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU58,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q8NAG3,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU61,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU72,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU66,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
P06753,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
Q5VU63,660.0,,Tropomyosin alpha-3 chain,7.29,Geyer Only,Deep,
P02144,661.0,,Myoglobin,7.28,Geyer Only,Deep,
B0QYF8,661.0,,Myoglobin,7.28,Geyer Only,Deep,
F2Z337,661.0,,Myoglobin,7.28,Geyer Only,Deep,
Q8WVH6,661.0,,Myoglobin,7.28,Geyer Only,Deep,
F2Z2F1,661.0,,Myoglobin,7.28,Geyer Only,Deep,
B4DUI1,661.0,,Myoglobin,7.28,Geyer Only,Deep,
Q14697,662.0,,Neutral alpha-glucosidase AB,7.28,Geyer Only,Deep,
Q14697-2,662.0,,Neutral alpha-glucosidase AB,7.28,Geyer Only,Deep,
F5H6X6,662.0,,Neutral alpha-glucosidase AB,7.28,Geyer Only,Deep,
E9PKU7,662.0,,Neutral alpha-glucosidase AB,7.28,Geyer Only,Deep,
P31946,663.0,,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",7.28,Geyer Only,Deep,
P31946-2,663.0,,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",7.28,Geyer Only,Deep,
Q6P179,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
Q6P179-3,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
H0Y9X9,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
D6RGW0,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
Q6P179-4,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
Q6P179-2,664.0,,Endoplasmic reticulum aminopeptidase 2,7.28,Geyer Only,Deep,
P00533,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
P00533-4,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
P00533-3,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
Q504U8,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
E9PFD7,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
P00533-2,665.0,,Epidermal growth factor receptor,7.27,Geyer Only,Deep,
P13693,666.0,,Translationally-controlled tumor protein;TPT1-like protein,7.27,Geyer Only,Deep,
Q56UQ5,666.0,,Translationally-controlled tumor protein;TPT1-like protein,7.27,Geyer Only,Deep,
E9PJF7,666.0,,Translationally-controlled tumor protein;TPT1-like protein,7.27,Geyer Only,Deep,
Q8TBK7,666.0,,Translationally-controlled tumor protein;TPT1-like protein,7.27,Geyer Only,Deep,
P54108,667.0,,Cysteine-rich secretory protein 3,7.27,Geyer Only,Deep,
I3L0A1,667.0,,Cysteine-rich secretory protein 3,7.27,Geyer Only,Deep,
P54108-2,667.0,,Cysteine-rich secretory protein 3,7.27,Geyer Only,Deep,
P54108-3,667.0,,Cysteine-rich secretory protein 3,7.27,Geyer Only,Deep,
P37837,668.0,,Transaldolase,7.27,Geyer Only,Deep,
F2Z393,668.0,,Transaldolase,7.27,Geyer Only,Deep,
P14923,669.0,,Junction plakoglobin,7.26,Geyer Only,Deep,
P16284,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
P16284-3,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
P16284-2,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
P16284-6,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
P16284-5,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
P16284-4,670.0,,Platelet endothelial cell adhesion molecule,7.26,Geyer Only,Deep,
E9PBV3,671.0,,Suprabasin,7.26,Geyer Only,Deep,
Q6UWP8,671.0,,Suprabasin,7.26,Geyer Only,Deep,
P01596,672.0,,Ig kappa chain V-I region CAR,7.26,Geyer Only,Deep,
Q9UBP9,673.0,,PTB domain-containing engulfment adapter protein 1,7.25,Geyer Only,Deep,
E9PB86,673.0,,PTB domain-containing engulfment adapter protein 1,7.25,Geyer Only,Deep,
H7BZV7,673.0,,PTB domain-containing engulfment adapter protein 1,7.25,Geyer Only,Deep,
B8ZZ72,673.0,,PTB domain-containing engulfment adapter protein 1,7.25,Geyer Only,Deep,
Q9NPR2-2,674.0,,Semaphorin-4B,7.24,Geyer Only,Deep,
Q9NPR2,674.0,,Semaphorin-4B,7.24,Geyer Only,Deep,
H0YMZ3,674.0,,Semaphorin-4B,7.24,Geyer Only,Deep,
P30040,675.0,,Endoplasmic reticulum resident protein 29,7.24,Geyer Only,Deep,
F8VY02,675.0,,Endoplasmic reticulum resident protein 29,7.24,Geyer Only,Deep,
P06737,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
E9PMM6,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
E9PK47,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
F5H816,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
P11216,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
P11217,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
F5GZH7,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
P11217-2,676.0,,"Glycogen phosphorylase, liver form;Phosphorylase;Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",7.24,Geyer Only,Deep,
P06396-2,677.0,,Gelsolin,7.24,Geyer Only,Deep,
F5H8M4,677.0,,Gelsolin,7.24,Geyer Only,Deep,
F8WA45,677.0,,Gelsolin,7.24,Geyer Only,Deep,
Q9Y490,678.0,,Talin-1,7.23,Geyer Only,Deep,
Q5TCU6,678.0,,Talin-1,7.23,Geyer Only,Deep,
Q96RD9,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
A6NJE8,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
Q96RD9-3,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
F5GXJ2,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
Q96RD9-4,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
Q96RD9-5,679.0,,Fc receptor-like protein 5,7.23,Geyer Only,Deep,
Q13201,680.0,,Multimerin-1;Platelet glycoprotein Ia*;155 kDa platelet multimerin,7.22,Geyer Only,Deep,
Q13201-2,680.0,,Multimerin-1;Platelet glycoprotein Ia*;155 kDa platelet multimerin,7.22,Geyer Only,Deep,
Q9UBP4,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
E7EUD0,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
F6SYF8,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
E9PKK9,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
E9PHY3,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
E9PKW6,681.0,,Dickkopf-related protein 3,7.22,Geyer Only,Deep,
P23526,682.0,,Adenosylhomocysteinase,7.22,Geyer Only,Deep,
F5H737,682.0,,Adenosylhomocysteinase,7.22,Geyer Only,Deep,
P23246,683.0,,"Splicing factor, proline- and glutamine-rich",7.22,Geyer Only,Deep,
P23246-2,683.0,,"Splicing factor, proline- and glutamine-rich",7.22,Geyer Only,Deep,
P52272,684.0,,Heterogeneous nuclear ribonucleoprotein M,7.22,Geyer Only,Deep,
P52272-2,684.0,,Heterogeneous nuclear ribonucleoprotein M,7.22,Geyer Only,Deep,
Q59ES8,684.0,,Heterogeneous nuclear ribonucleoprotein M,7.22,Geyer Only,Deep,
F5H7Z1,684.0,,Heterogeneous nuclear ribonucleoprotein M,7.22,Geyer Only,Deep,
P17931,685.0,,Galectin-3,7.21,Geyer Only,Deep,
H7BZJ3,686.0,,,7.21,Geyer Only,Deep,
O75821,687.0,,Eukaryotic translation initiation factor 3 subunit G,7.21,Geyer Only,Deep,
P35558,688.0,,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",7.2,Geyer Only,Deep,
H0YFK2,688.0,,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",7.2,Geyer Only,Deep,
B4DT64,688.0,,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",7.2,Geyer Only,Deep,
H0YML5,688.0,,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",7.2,Geyer Only,Deep,
B4DW73,688.0,,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",7.2,Geyer Only,Deep,
P14174,689.0,,Macrophage migration inhibitory factor,7.19,Geyer Only,Deep,
Q6UVK1,690.0,,Chondroitin sulfate proteoglycan 4,7.19,Geyer Only,Deep,
P22897,691.0,,Macrophage mannose receptor 1,7.19,Geyer Only,Deep,
Q14623,692.0,,Indian hedgehog protein;Indian hedgehog protein N-product;Indian hedgehog protein C-product,7.19,Geyer Only,Deep,
P40939,693.0,,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",7.18,Geyer Only,Deep,
P49448,694.0,,"Glutamate dehydrogenase 2, mitochondrial",7.18,Geyer Only,Deep,
Q02252,695.0,,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",7.18,Geyer Only,Deep,
Q01518,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
F5H6Z3,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q01518-2,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R7,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R6,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R5,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R4,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R3,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R2,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R1,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
Q5T0R9,696.0,,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,7.17,Geyer Only,Deep,
O75223,697.0,,Gamma-glutamylcyclotransferase,7.17,Geyer Only,Deep,
H7BZK5,697.0,,Gamma-glutamylcyclotransferase,7.17,Geyer Only,Deep,
E7EU55,697.0,,Gamma-glutamylcyclotransferase,7.17,Geyer Only,Deep,
B8ZZK2,697.0,,Gamma-glutamylcyclotransferase,7.17,Geyer Only,Deep,
P48047,698.0,,"ATP synthase subunit O, mitochondrial",7.17,Geyer Only,Deep,
H7C086,698.0,,"ATP synthase subunit O, mitochondrial",7.17,Geyer Only,Deep,
H7C068,698.0,,"ATP synthase subunit O, mitochondrial",7.17,Geyer Only,Deep,
H7C0C1,698.0,,"ATP synthase subunit O, mitochondrial",7.17,Geyer Only,Deep,
P12109,699.0,,Collagen alpha-1(VI) chain,7.17,Geyer Only,Deep,
E9PAV3,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
F8W1N5,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
F8VZJ2,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
F8VNW4,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
F8W0W4,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
H0YHX9,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
Q13765,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
F8VU71,700.0,,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7.16,Geyer Only,Deep,
O75874,701.0,,Isocitrate dehydrogenase [NADP] cytoplasmic,7.16,Geyer Only,Deep,
P78371,702.0,,T-complex protein 1 subunit beta,7.16,Geyer Only,Deep,
P78371-2,702.0,,T-complex protein 1 subunit beta,7.16,Geyer Only,Deep,
F5GWF6,702.0,,T-complex protein 1 subunit beta,7.16,Geyer Only,Deep,
F8VQ14,702.0,,T-complex protein 1 subunit beta,7.16,Geyer Only,Deep,
P01773,703.0,,Ig heavy chain V-III region BUR,7.16,Geyer Only,Deep,
Q02818,704.0,,Nucleobindin-1,7.16,Geyer Only,Deep,
C9JKZ2,704.0,,Nucleobindin-1,7.16,Geyer Only,Deep,
H7BZI1,704.0,,Nucleobindin-1,7.16,Geyer Only,Deep,
P13010,705.0,,X-ray repair cross-complementing protein 5,7.15,Geyer Only,Deep,
P15531,706.0,,Nucleoside diphosphate kinase A,7.15,Geyer Only,Deep,
P15531-2,706.0,,Nucleoside diphosphate kinase A,7.15,Geyer Only,Deep,
Q15149,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-4,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-2,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-6,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-9,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-7,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-8,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-5,707.0,,Plectin,7.15,Geyer Only,Deep,
Q15149-3,707.0,,Plectin,7.15,Geyer Only,Deep,
Q9P232,708.0,,Contactin-3,7.15,Geyer Only,Deep,
P09467,709.0,,"Fructose-1,6-bisphosphatase 1",7.15,Geyer Only,Deep,
Q8IUK5,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
C9JWQ3,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
B3KSI0,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
Q8IUK5-3,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
Q8IUK5-2,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
Q8IUK5-4,710.0,,Plexin domain-containing protein 1,7.14,Geyer Only,Deep,
